第,h
缸,n
调研,v
小区,n
供热,v
降耗,v
可行,a
７６,m
大户,n
跟踪调查,v
组建,v
长廊,n
潺潺,a
溪水,n
半山腰,n
爪哇,ns
巴达维亚,ns
殖民,v
华侨,n
无名火,n
爪哇国,n
张飞,nh
怒,v
呀呀,o
雷鸣,v
奶奶庙,ns
跟前,nl
王明,n
伊始,v
言论,n
横井庄,nh
二次大战,n
躲藏,v
森林,n
野人,n
喽,u
官吏,n
下议院,ni
哇啦,o
去职,v
反对党,n
法律责任,n
咎,n
做错,v
防患,v
打针,v
孰,r
不言而喻,i
监察,v
检察长,n
御史台,n
麻子,n
大叔,n
准保,v
殖民地,n
大喊大叫,v
心慈手软,i
远处,n
老鸹,n
这边,n
脑袋,n
翘,v
哇哇,o
聒噪,a
转念,v
静慧,nh
不知轻重,i
江啸风,nh
惹,v
稀狗屎,nh
两脚,n
叉开,v
相公,n
去路,n
稻谷,n
马都拉岛,ns
镳,n
席子,n
呜哇,o
乱叫,v
大喊,v
拳头,n
举向,v
夜空,n
吼道,v
农管马,nh
肚皮,n
当央,nd
屈尊,v
下属,n
丰厚,a
谁知,v
忽地,d
金镯,n
这回,r
兰娣,nh
呜啦,o
范汉儒,nh
跳舞,v
翻腾,v
弯腰,v
吐,v
天翻地覆,i
厢房,n
黑脸,n
憋,v
通红,a
咿咿,o
本事,n
陈鹤栖,nh
捋,v
袖口,n
兵败如山倒,i
傻呼呼,a
手电,n
忽听,v
呜,o
过去了,v
周铁,nh
粗壮,a
胳膊,n
大头,n
一天天,d
金桔,nh
峡,n
老林,n
小船,n
吓,v
终究,d
高台,n
大桔,nh
哎,e
志愿,n
报名表,n
怪叫,v
扔掉,v
拐杖,n
拦,v
姚蔚冰,nh
姚裕华,nh
立煜,nhs
抬脚,v
抬进,v
卧房,n
哑声,n
心肺,n
胸口,n
难忍,v
眼中,nl
赵亚豪,nh
十足,d
山炮,n
情愿,vu
凭据,n
锐利,a
可怕,a
腮,n
颊,n
变作,v
嘶喘,v
趴到,v
委曲,a
袁寿山,nh
发言稿,n
蝴蝶,n
花瓣,n
树叶,n
树枝,n
二英,nhs
嘻嘻哈哈,i
土圪塔,n
高加林,nh
逛,v
干嘛,v
井里,n
肩膀,n
往下,v
六指,nhs
厉,a
拔掉,v
钱金凤,nh
忆,v
转身,v
精豆儿,nh
不妥,v
亚豪,nhs
牵着鼻子走,i
夕阳,n
落下,v
缕,q
霞,n
白杨,n
树梢,n
留连,v
漠,a
惆怅,a
特遣,v
革命政权,n
黄凯,nh
赔,v
没错,v
家俱,n
赶路,v
老乡,n
徐州,ns
贩,v
山药,n
两手,n
衡车子,n
车轮子,n
咯咯,o
噔噔,o
往前,d
车耳,n
心焦,a
今个,nt
试试,v
渤海,ns
倾盆,v
冰雪,n
安小海,nh
肺,n
张金发,nh
八仙过海,i
各显神通,i
劲儿,n
发家,v
洋人,n
停下来,v
指指点点,v
叽哩哇啦,i
好一阵子,i
哇喇哇喇,o
折腾,v
老半天,nt
讲完,v
李三强,nh
白鱼,n
紧盯,v
摆渡,v
何莺,nh
阿妹,n
划船,v
吝惜,v
水电费,n
变着法儿,v
眼中钉,n
一块儿,d
逸群,nhs
情同手足,i
傅芳芳,nh
肆无忌惮,i
纵情,v
苏大麻,nh
乡亲们,n
河水,n
董向坤,nh
黑牛,nh
听清,v
高叫,v
钹,n
镲,n
呜里,o
嚷,v
经片,n
卡住,v
毛娃子,nh
惊叫,v
奶汁,n
稀薄,a
揩,v
额头,n
虚汗,n
无神,v
火烧云,n
呆望,v
当儿,n
小胖,nh
炕上,nl
张金龙,nh
咬牙切齿,i
杂种,n
吴刚,nh
不由,d
小子,n
双喜,nhs
扒,v
门缝,n
拨开,v
二嫂,n
天礼,nh
仰,v
挺,v
嚎,v
淘,v
小日子,n
下舱,nl
冰,n
铲冰,v
大个子,n
逗乐,v
糟塌,v
莉蕾,nh
内衣,n
通身,n
摸遍,v
伸直,v
动弹,v
嗨,e
干大,n
亲爱,a
旺旺,a
好像,d
欺负,v
红漆,n
嚎哭,v
收住,v
救救,v
亡国奴,n
塘,n
磡,n
小鬼头,n
不休,v
摇篮,n
捞弟,nhs
砣,n
住户,n
少伟,nhs
唐二婶,nh
分队长,n
大道理,n
心声,n
庆亮,nhs
大帽子,n
受不了,v
打到,v
山海关,ns
电灯泡,n
福,n
孔淑贞,nh
拾掇,v
打好,v
草鞋,n
这么个,r
直鲁噶举,ns
抛哇,ns
理当,v
上次,n
酒坛,n
手把手,i
齐声,d
嗅,v
但见,v
鼻翼,n
翕动,v
痴,a
温泉,n
提示,v
断裂带,n
必是,vl
频发,v
言中,v
不及,v
查古村,ns
轰轰,o
摇醒,v
未几,nt
震中,nl
德中,ns
毁,v
云云,r
亲见,v
孝子,n
年老,a
仲吾如,ns
垂死,v
担架,n
即时,d
西天,n
乐土,n
有福,v
插嘴,v
阿古,nhs
坛内,nl
搀,v
助兴,v
胖墩,nhs
拉住,v
唬,v
小嘎子,nhs
闹着玩,v
恼,v
登第,v
脸色,n
沙拉喜,nh
婆媳,n
饼干,n
慌忙,a
摸出,v
佛珠,n
急急,d
祷,v
躲进,v
魁伟,a
父子,n
装出,v
毫不在乎,i
眼珠,n
小男孩,n
剥去,v
花纸,n
跑掉,v
居中,v
多吉帕姆,ns
猪头,n
亥,n
右腿,n
左腿,n
丰硕,a
山腰,nl
一侧,nd
草坝子,ns
末端,nd
山涧,n
银儿,nhs
针儿,nhs
大腿,n
尖声,n
大叫,v
睡着,v
惊醒,v
哄,v
嗓子眼,n
浪头,n
张嘴,v
两口,mq
绿水,n
下山,v
那边,r
邻家,n
苹果脸,n
旭,a
阳,n
招手,v
烂漫,a
宝宝,n
先前,nt
抱进,v
啾,o
像是,vl
鬼,n
号啕,a
煎好,v
吃不下,v
倒掉,v
经血,n
妇科病,n
鸟叫,v
巧儿,nhs
扭头,v
甩,v
辫子,n
玄,a
裳,n
乌鸦,n
寻食,v
然,c
蓦,d
惊起,v
撇下,v
鸣声,n
凄迷,a
野,n
飞去,v
房舱,n
安顿,v
特有,v
臭气,n
夹杂,v
张先德,nh
梳,v
褪,v
短裙,n
苍天,n
郭富山,nh
挑水,v
快要,vu
着火,v
大山,n
响声,n
沉着,a
急迫,a
师付,n
铁匠,n
出品,v
士兵,n
抬头,v
大大方方,a
怒火冲天,i
盐巴,n
门边,nl
书包,n
矮小,a
亲昵,a
逗,v
唔哩哇啦,a
叮咛,v
发怒,v
针锋相对,i
回击,v
申辩,v
情有可原,i
急性子,n
侯,nhf
火冒三丈,i
以身试法,i
蹿,v
吱,o
松手,v
巴,n
箩篼,n
醒来,v
油灯,n
当下,nt
手指,n
李凤兰,nh
惊动,v
奶头,n
灯下,nl
画画,v
呃,e
坐客,n
转头,v
呕,v
洪水,n
养鱼池,n
低沉,a
唔,e
山雀,n
从不,d
庆环,nhs
桂梅,nhs
人骨,n
李基,nh
东非,ns
上部,nd
维拉方期,nt
猿人,n
田间,n
骨碌,v
青蛙,n
水虿,n
流露,v
得意,a
夸耀,v
月亮,n
银白色,n
照亮,v
夫,n
面子,n
死皮赖脸,i
语病,n
一通,mq
船长,n
引水,v
叽里哇啦,o
安宁,a
糟,a
领教,v
黑猫,n
警长,n
顺从,v
呕吐,v
驯兽,v
猴子,n
驯,v
顶呱呱,a
侦察员,n
一般来说,c
孔雀,n
颈部,n
蓝色,n
攻击性,n
害死,v
池塘,n
清清亮亮,a
元首,n
蹦蹦,nhs
头皮,n
麻,a
哆嗦,v
胸膛,n
天鹅,n
大婶,n
佩服,v
活学活用,i
进屋,v
抱出,v
摞,n
纸盒子,n
王后,n
呐,e
铁轨,n
道儿,n
矿上,nl
白子,nh
步子,n
胆儿,n
别扭,a
嗬嗬,o
饼,n
哈哈儿,k
可不,d
对头,a
招儿,n
毒,a
二大爷,n
摊儿,n
云豆,n
数出,v
记号,n
陈亮,nh
俗话,n
量体裁衣,i
体形,n
喇叭裤,n
连福,nhs
眼瞅着,v
马立本,nh
外行,n
班门弄斧,i
胆,n
槽子糕,n
钉子,n
袜子,n
穿鞋,v
莫瑾,nh
不周,a
彭崙,nh
冯滨,nh
友谊公司,ni
搬来,v
慢走,v
舅舅,n
走回头路,i
咱俩,r
合不来,v
别别扭扭,a
多嘴,v
娘们儿,n
脾气,n
百安,nhs
泥菩萨,n
难保,v
阿罗,nhs
马大哈,a
元禄,nhs
老弟,n
满心,n
王成义,nh
成义,nhs
吊儿浪当,a
汽车兵,n
练好,v
岁数,n
小二,nhs
送出,v
冯,nhf
买主,n
搁,v
好消息,n
望道,nhs
管闲事,v
合乎,v
朗成,nhs
介梅,nhs
轻轻,a
大肚子,n
大雨,n
许静,nh
不方便,a
大嫂子,n
倒好,n
太太,n
胡涂,a
北岸,nl
苏门答腊岛,ns
东岸,nl
加里曼丹岛,ns
南岸,nl
悠久,a
早期,nt
雅加达,ns
印度尼西亚,ns
海港,n
大乘,n
苏门,ns
答腊,ns
马来,ns
半岛,n
暹罗,ns
１８２５,m
１８３０,m
起义,v
１８３９,m
１８４２,m
阿富汗,ns
１８４８,m
１８５２,m
巴布,n
教徒,n
１８５１,m
１８６４,m
太平天国,n
１８５９,m
秦岭,ns
山脉,n
以南,nd
中印,j
马来半岛,ns
斯里兰卡,ns
群岛,n
字母,n
数目,n
标识,n
阿,h
乌,n
话里,nl
哀,a
奥,a
微,a
省掉,v
伊斯兰教,n
巴查查兰,nh
笃信,v
臣民,n
万丹,ns
避难,v
免遭,v
异教,n
稚嫩,a
脚趾,n
剧痛,n
扎,v
森下,nh
锇,v
此起彼伏,i
鼻梁,n
地道,a
莹莹,a
煤油灯,n
山里,nl
促膝,v
倾谈,v
马林,nh
原名,n
斯内夫利特,nh
１９０２,m
社会民主党,n
１９１３,m
出境,v
汉语,n
蒙语,n
帝,n
巡视,v
陕西,ns
出使,v
苏门答腊,ns
时常,d
不小心,v
碰,v
直哭,v
拍打,v
爪哇海,ni
惊人,a
赫然,d
美国环球钻井公司,ni
失踪,v
恶劣,a
况,n
六万三千,m
声纳,n
潜水,v
探摸,v
水下,nl
翻沉,v
不远,a
二百七十五,m
亲密,a
南海,ns
臣,n
海南岛莺歌海,ns
钻,v
船体,n
总长,n
一百二十一,m
二Ｏ,m
排水量,n
一万一千二百二十,m
受聘,v
广州救捞局,ni
深海,n
潜水员,n
潜,v
另加,v
下潜,v
成正比,v
钻到,v
荧光屏,n
磁感应,n
油气,n
柯比,nh
移动,v
朱达怀,nh
八十六,m
炊事员,n
敲打,v
叮叮当当,o
交响曲,n
祝捷,v
叮当,o
笑声,n
连同,c
手风琴,n
乐器,n
回荡,v
本文,n
开头,v
台风,n
莺歌,ns
海面,nl
瓜哇海,ni
摇摆,v
恶浪,n
沉没,v
八十一,m
殉难,v
沉舟,n
侧,nd
畔,n
帆,n
满地,nl
翻滚,v
暖瓶,n
信天翁,n
呼啦,o
满口,n
奇景,n
想见,v
踮起,v
脚尖,n
西爪哇,ns
万隆,ns
喷发,v
岛上,nl
窗户,n
悟空,nhs
站立,v
云头,n
定睛,v
暗暗,d
赞道,v
真个,d
黑社会,n
合伙,v
哟,e
美国阿科石油公司,ni
西方近海九号,ni
浮,v
海南岛,ns
英姿焕发,i
开往,v
怀中,nl
小龙,n
孙,nhf
赌气,v
娘儿俩,n
铁石心肠,i
哇里哇啦,o
神经病,n
马铃薯,n
金蜂,n
爬进,v
叹气,v
气象,n
感叹道,v
北极,n
侦察,v
报信,v
长生,v
板块,n
白饭,n
岩层,n
地下水,n
氡,n
地电,n
地磁,n
地热,n
搬家,v
鲶鱼,n
云豹,n
叫声,n
蹲下,v
产下,v
晓飞,nhs
好玩,a
出人意外,i
房门,n
小人书,n
出声,v
豆子,n
老远,a
蝈蝈,o
唱歌,v
幸亏,d
小时候,nt
狮子,n
懊悔,v
喔,o
外号,n
娃娃鱼,n
鲵,n
全息,n
幻象,n
竹片,n
扬起,v
痛感,v
航标灯,n
号啕大哭,i
轮船,n
门坎,n
壁,n
大凡,d
政教,j
风化,n
牌坊,n
匾额,n
插进,v
胸间,nl
公分,q
刺中,v
破裂,v
身败名裂,i
死去活来,i
一般地说,c
轻微,a
下限,n
上限,n
加大,v
邯郸日报,ni
拾遗补缺,i
尿,v
说是,v
不拘一格,i
傅东村,ns
承包责任制,n
交接,v
欺骗,v
典范,n
实践论,n
环氧胶,n
神灵,n
擎,v
阴阳,n
开道,v
浩浩荡荡,i
乡间,nl
引来,v
病虫害,j
抗洪救灾,i
福州市,ns
危难,n
人民子弟兵,n
西关大队,ns
纪恒华,nh
一九七０,m
心思,n
养花,v
缓,a
挑三拣四,i
邵新生,nh
王加美,nh
哪一天,nt
第二胎,n
随身,v
测标器,n
一刹那,nt
警犬,n
气势汹汹,i
窜,v
负责制,n
唯,d
校园,n
周密,a
歉意,n
磨刀,v
钝,a
好不容易,i
吉新之,nh
他妈的,i
迈,v
八字,n
顺眼,a
收拾,v
台湾同胞,n
尽心尽力,i
自我表现,v
底蕴,n
一动,v
严肃性,n
补位,v
古僻,a
晦涩,a
玄虚,a
诘,v
聱,v
牙,n
异乡,n
免不了,v
下意识,n
同乡,n
过生日,v
前一天,nt
粮票,n
面粉,n
捆住,v
枪托,n
粒子,n
征途,n
分秒必争,i
勇往直前,i
即使是,c
必修课,n
略知,v
强求,v
数学系,n
藤井,nh
棋迷,n
量化,v
着重点,n
切合,v
楼帼玲,nh
仙逝,v
第一声,n
啼哭,v
国有,v
随叫随到,i
加班,v
股份制,n
回马枪,n
杀向,v
边见秀逸,nh
机密,n
甘当,v
放到,v
组办,v
导报,n
团里,nl
播发,v
作陪,v
赵奢,nh
狭,a
尤,d
洞中,nl
后勤,n
队列,n
某个,r
草包,n
雨衣,n
军装,n
清点,v
丢失,v
不可避免,i
尽如人意,i
出风头,i
彩头,n
最快,a
吹吹打打,i
家教,n
有损,v
柳河,ns
好象是,v
石块,n
噗,o
彭荣基,nh
要知道,v
播放,v
公章,n
盖章,v
互不,d
心中无数,i
团团转,v
闲置,v
复员,v
了事,v
售后服务,v
公仆,n
国货,n
此景,n
汤晶新,nh
老泪纵横,i
强健,a
体魄,n
例外,v
阿妈,n
放羊,v
奴隶,n
羊群,n
支差,v
露宿,v
雪山,n
荒野,n
冻,v
马炎生,nh
簇,v
剧团,n
开车,v
梁山泊,ns
排座次,v
交椅,n
老天爷,n
丰沛,a
雨水,n
滹沱河,ns
来得,v
馅,n
坨,n
别提,v
一目了然,i
下决心,v
筹款,v
海外,nl
亲朋,n
商品房,n
夸,v
高招,n
亨德尔,nh
歌子,n
湾仔,ns
仔,n
古玩,n
商贩,n
发疯,v
启德机场,ni
跑马场,ns
垂涎三尺,i
咁,r
嘅,u
福气,n
安德海,nh
背上,v
蹭,v
制裁,v
龙信公司,ni
练功,v
十四日,nt
萨巴西厄斯神,nh
天使,n
遣,v
剪枝,v
八角亭酒家,ni
雅座,n
订好,v
毒蛇,n
斩成,v
共同点,n
朱红,a
浅棕,a
深绿,a
鹅黄,a
丝线,n
绣出,v
流云,n
信期绣,n
绢,n
纹,n
光可鉴人,i
漆器,n
价值连城,i
宝物,n
娇凤,n
瘦弱,a
躯体,n
扯下,v
啄,v
鲜血淋淋,i
残暴,a
新郎,n
蜜月,nt
老家,n
赶回,v
红火,a
炒鱿鱼,i
宝地,n
隔壁,n
布店,n
燃,v
县官,n
掌,v
烈属,n
封山,v
退场,v
骗钱,v
沙家浜,ns
奔走相告,i
车子,n
星火中学,ni
幼教,j
职业高中,n
海政文工团,ni
王澄元,nh
不辞辛苦,i
高薪,n
谢绝,v
心灵美,n
集结,v
天机,n
泄露,v
军管会,j
恶毒,a
反攻,v
够得上,v
打翻在地,i
天真,a
斑斓,a
吃住,v
细小,a
指纹,n
利落,a
刀法,n
多见,v
在下,r
眼拙,a
革新,v
往上爬,v
散去,v
了却,v
讨债,v
谬误,n
恶果,n
假说,n
概率,n
照会,n
微小,a
河内,ns
动量,n
角动量,n
守恒,v
侧重,v
指明,v
交换价值,n
全然,d
用处,n
无益,v
欲望,n
估价,n
如实,v
恰当,a
检修,v
市煤气公司,ni
灶具,n
有的人,n
冒充,v
泛滥成灾,i
明文,n
常态,n
表面上,nl
看看,v
铸成大错,v
风险性,n
代表人物,n
花花公子,n
有钱,v
雇,v
学完,v
倡言,v
谈上,v
教廷,n
刚恒毅,nh
宗,n
传教士,n
隶属,v
教皇,n
反动,a
统治者,n
投合,v
贪,v
屠刀,n
立地成佛,i
对抗性,n
怨恨,v
牢骚,v
专断,a
出家,v
学道,v
僧,n
种姓,n
换句话说,i
继承人,n
侵害,v
应考,v
资历,n
敌国,n
参战,v
他方,n
叛逆,v
刑法,n
孙铭九,nh
喝问,v
火车,n
杀气,n
腾腾,a
目空一切,i
耀武扬威,i
神气,a
翻起,v
眼皮,n
嘘,v
猎头,n
首领,n
候选,v
卜,v
卦,n
界河,n
水流,n
界线,n
假定,v
岛屿,n
简言之,i
划归,v
n,nt
邓演达,nh
淋漓尽致,i
无异,v
北洋军阀,n
尤甚,d
缅甸联邦,ns
一四七,m
一六五,m
一六六,m
一六七,m
老子,n
背时,a
左手,nl
手电筒,n
右手,n
端枪,v
弹头,n
触地,v
擦伤,v
谢,nhf
腹,n
倒地,v
刑罚,n
审判,v
新法,n
刑,n
溯,v
判刑,v
花捐,n
捐,n
半殖民地,n
列强,n
铁蹄,n
书斋,n
佟,nhf
战事,n
顾得上,v
林凤祥,nh
大树,n
凶残,a
直淌,v
刽子手,n
昏死,v
漏出,v
地域,n
氏族,n
部落,n
卖国贼,n
一网打尽,i
斩尽杀绝,i
法西斯,n
集会,v
竹木,n
车轮,n
皮球,n
布劳,nh
梅耶,nh
规则,n
风俗习惯,i
一九七六,m
蒙受,v
灾难,n
背道而驰,i
社会制度,n
领事,n
阿利,nh
供认,v
白日,n
通衢,v
假借,v
债务,n
嫌隙,n
绑匪,n
囚徒,n
苦力,n
运出,v
伍子胥,nh
吴国,ns
不思,v
有价值,v
处所,n
à,x
宾,n
脑神经,n
同性恋,n
风俗,n
赋税,n
速决,v
辨,v
认出,v
找出,v
动词,n
谓语,n
主语,n
叙述,v
语词,n
荒谬,a
主从,n
名词,n
诧异,a
素来,d
大是大非,i
哼哼哈哈,i
大热天,n
孤老,n
吴阿婆,nh
送货,v
哼哼,v
开门,v
苏叔阳,nh
老北京,n
何贵,nh
伴儿,n
充斥,v
生厌,v
瞎吹,v
品味,v
埃古,nh
奥赛罗,nh
苔丝德蒙娜,nh
勃拉班修,nh
小提琴,n
大提琴,n
高尔基,nh
写到,v
比作,v
强壮,a
哼唱,v
掉下,v
祖母,n
催眠曲,n
腿子,n
赵恭,nh
五花大绑,v
捆好,v
廖云阶,nh
冷笑,v
脖子,n
梗,v
灰麻麻,a
鬓,n
老少,n
浓眉,n
深陷,v
窠,n
射出,v
刺人,v
光亮,n
喉咙,n
癞,a
摇摇头,v
喃,e
焉,e
搭腔,v
语音,n
噫,e
咽,e
闷,a
集合,n
白玉川,nh
小凤,nh
众人,n
哼龇,v
肖潇,nh
后脚,n
脖,n
梗子,n
珍珍,nhs
背,v
杖,n
伤感,v
继保,nhs
树桠,n
坐好,v
腰间,nl
手腕,n
刺进,v
老虎,n
前掌,n
发抖,v
常四爷,nh
恶狠狠,a
弯,v
电鞭,n
伸去,v
端碗,v
张巨,nh
站起身,v
轻蔑,a
鼻,n
冷冷,a
这时候,nt
秋芳,nh
呼呼,o
气哼哼,a
光束,n
哑叭,nh
满头大汗,i
哈,v
三洋,ni
寒伧,a
官司,n
没事,v
扭向,v
窗外,nl
模,n
哼起,v
丽达,nh
妖娆,a
红底,n
涤,n
丝袜,n
黑发,n
斜插,v
粉红,a
发簪,n
肘子,n
示意,v
郑震,nh
矛头,n
鼻孔,n
交响乐,n
颤动,v
辉煌,a
火光,n
刀光,n
王二糟,nh
娘舅,n
新娘子,n
嗯嗯,e
疑心,n
头帕,n
霎时间,nt
瘫坐,v
条凳,n
乌溜溜,a
贼,n
鼓出,v
好一会,i
烟锅,n
唾沫,n
噙,v
嘴角,n
发作,v
混蛋,n
低垂,v
把头,n
挂在,v
胸前,nl
歪歪倒倒,a
黑字,n
寄生虫,n
那会儿,nt
自言自语,v
蹦,v
仓,nhf
赖巴,a
致命伤,n
手脚,n
替罪,v
不信,v
邪,n
老倌,n
哼哼呀呀,o
西凉界,ns
痛快,a
撒气,v
布带,n
装满,v
嘎嘎,o
票子,n
咯,e
取笑,v
男子汉,n
算数,v
畜牲,n
谢大痴,nh
不屑,v
老妇人,n
甲鱼,n
莲子,nhs
撩,v
豆秸,n
灰汤,n
猪食,n
倒进,v
槽里,nl
害,v
猪儿,n
哼哼唧唧,i
栏肥,n
瞎,d
软巴拉叽,a
唱片,n
好听,a
痒痒,a
小调,n
锤子,n
苦闷,a
哼唧,v
港台,j
吊儿啷当,i
傻啦八结,i
山雕,n
辈子,n
佟松,nh
蔫不拉搭,i
半死不活,i
右臂,nl
嗖,o
王八糕子,i
福禄,nhs
宫墙,n
天花板,n
珍宝,n
眉子,nhs
吞吞吐吐,a
老娘们儿,n
菊梅,nhs
情歌,n
隐隐,d
荣耀,a
拉扯,v
眉毛,n
迷迷糊糊,a
觉出,v
舒坦,a
温柔,a
受训,v
眼晴,n
墙角,n
查查,v
平车,n
筐篓,n
麻袋,n
净是,v
族类,n
有的是,v
瘪,a
怪声,n
扰,v
生气,a
不理,v
吕坎,nh
装相,v
祁显达,nh
看完,v
揪住,v
袄领子,n
撒手,v
跑不了庙,i
月宾,nh
国光,nh
附耳,n
拍拍,v
道声,v
嘀嗒,o
嘀,o
根法,nhs
摘下,v
床头,n
墙上,nl
六弦琴,n
曲儿,n
自编,v
花儿,n
写字,v
暗,a
屋里的,n
昏黑,a
哭叫,v
上床,v
刘清,nh
崩,v
两肋,n
惹恼,v
牙齿,n
嘎,o
叭,o
脆响,n
透顶,v
法儿,n
舌,n
唇,n
牢,n
姿式,n
奇形怪状,i
陈玉,nh
手舞足蹈,i
武气,a
莫广东,nh
圆镜,n
自我欣赏,v
康包华,nh
躺在,v
小瞧,v
恩和森,nh
枕头,n
关公,nh
大刀,n
三婶,n
票票,n
渔村,n
摇篮曲,n
微风,n
掠过,v
月光,n
抚弄,v
小小,a
踱,v
片刻,nt
停住,v
长叹,v
雪白,a
耽误,v
等着瞧,v
拎起,v
闪开,v
缝儿,n
把儿,n
黄了,v
咿咿呀呀,o
河边,n
青草,n
玩味,v
娇嗔,v
一瞥,n
轻快,a
小曲,n
古得拜,n
一肚子,n
郎才女貌,i
不屑一顾,i
大红花,n
云中,j
拉出,v
反戈一击,i
屁,n
王敬雄,nh
革委会,n
当当,v
做菜,v
军官,n
金蓉,nh
羞答答,a
伪军,n
于娜,nhf
忿忿,d
体己,n
准儿,n
苦笑,v
公猪,n
晃,v
张全义,nh
干妈,n
武,n
古政委,nh
初八,nt
佬儿,n
腰缠万贯,i
喜荣归,i
生风,v
羼,v
丑妮,nh
抱有,v
歉疚,a
积聚,v
桔如,nh
窗前,nl
石榴,n
插在,v
鬓角,n
掀,v
祭扫,v
烈士墓,n
于萍,nh
陈潭秋,nh
墓前,nl
没完,v
粗鲁,a
迎新年,v
实况,n
播音,v
五音不全,i
常香玉,nh
豫剧,n
狗头军师,n
臧克家,nh
热情洋溢,i
诗句,n
罕鲲,nh
不敢当,i
第三者,n
帮子,n
蓝眼,nh
能耐,n
受累,v
山神爷,n
猪崽子,n
讨,v
瓦砾村,ns
冯俭,nh
不置可否,i
夏克明,nh
马晓光,nh
婆娘,n
谨防,v
累死,v
上下班,j
小燕子,n
林荫,n
飞过,v
虎,n
好样的,n
掉过,v
瘦猴,n
圆瞪,v
杨树开,nh
听后,nt
撇,v
吃不了,v
兜,v
耿大奎,nh
准是,vl
络腮胡子,n
兴致,n
踏遍,v
青山,n
大字报,n
有劲,v
琴声,n
咧咧,v
阴暗,a
角落,n
粮栈,n
小曲儿,n
淘气,nh
睁大,v
他妈,n
念书,v
庄稼地,n
活计,n
刘长河,nh
晓得,v
口令,n
嗓门,n
孙如意,nh
腔,n
兰女,nhs
瓢,n
三麻子,nhs
着恼,v
崔骨碌,nh
鞋底,nl
转过,v
陈抱帖,nh
言语,v
哼呀吓,o
咀,n
田埂,n
京戏,n
咬咬,v
曾静,nh
垂危,v
老爷,n
陈胜才,nh
越发,d
烦躁,a
何春苓,nh
小梅,nh
假装,v
眼儿,n
昏昏迷迷,a
难过,a
粗声,n
一气,n
黑妮,nhs
一旁,nd
背包,n
挎包,n
骆昌文,nh
当心,v
老命,n
后仰,v
眉飞色舞,i
交头接耳,i
幼稚,a
可笑,a
催眠,v
孙全忠,nh
贵堂,nhs
吴荪甫,nh
小胡子,n
女佣人,n
果盘,n
底下,nd
一无所有,i
扁,a
茶碗,n
嘴脸,n
师爷,n
小乙,nh
狞笑,v
赤,v
白牙,n
哼出,v
胆量,n
方仲明,nh
齿缝,n
迸出,v
额角,n
筋,n
络,n
逃跑,v
骨子里,n
腰包,n
王孝明,nh
吉祥,nhs
冲上,v
怒气,n
眼珠子,n
意中,n
三角脸,n
草地,n
捶,v
拳,n
李占魁,nh
臊,v
掷,v
丽娃丽妲,n
老大,n
咧,u
墓园,n
细长,a
园门,n
口里,nl
尽在,v
来路,n
许久,nt
二妹,n
有朝一日,i
抓着,v
真凭实据,i
巫婆,n
后晌,nt
子胥,nhs
听懂,v
衡,x
不要脸,i
墨汁,n
腿上,nl
绑腿,n
今儿,nt
掮,v
网罩,n
大闹,v
灶,n
留出,v
方形,n
空隙,n
吱吱,o
锅盖,n
望见,v
那面,r
尘灰,n
天空,n
叫到,v
贾月仙,nh
赤脚,v
偏劳,v
丫头,n
心病,n
辱没,v
名儿,n
招弟,nhs
锄头,n
扛起,v
小冬子,nhs
噘起,v
鬼脸,n
糊涂,a
臌,v
胀,v
痞,a
瞒,v
土豪,n
胡汉三,nh
奸笑,v
扛枪,v
打猎,v
田文中,nh
瘦长,a
吹口哨,v
见鬼,v
答话,v
门卫,n
漾开,v
莲花,n
曲子,n
飞旋,v
麻醉剂,n
有效期,n
伤口,n
要命,v
同室,n
病友,n
嘟哝,v
瞥,v
小城,n
奇特,a
喊出,v
吟,v
配比,v
童子,n
战歌,n
满头,n
白发,n
林水秀,nh
陈二虎,nh
朱阳关,ns
雕花,v
手杖,n
伏牛山,ns
苍,a
翠,a
碧,a
冬青,n
粽子,n
儿歌,n
狗妹子,nhs
撒野,v
抬来,v
出院,v
过瘾,v
陆仲昌,nh
息,v
插秧,v
冒火,v
木架,n
秧,n
鼻腔,n
笛子,n
二胡,n
合奏,v
怀胎,v
歌声,n
松寿,nhs
匠,n
打成一片,i
耳里,nl
人烟,n
直嚷,v
中农,n
嗤笑,v
丧气,a
从前,nt
留宿,v
饭食,n
大群,q
弄去,v
盐水,n
竿子,n
半死,d
算完,v
老几,n
哽,v
跌坐,v
衣角,n
皮鞭,n
日志,n
一贯,d
捣蛋,v
怠工,v
商队,n
昂然,a
大踏步,d
不足道,v
后影,n
气愤,v
胆子,n
憨笑,v
水里,nl
颓然,a
臂,n
胭脂,n
蒙蔽,v
果汁,n
柠檬水,n
喘息,v
闭上,v
从未,d
夏威夷,ns
池水,n
漱口,v
全不,d
偎,v
车前,nl
汪,nhf
手下,nl
陈公博,nh
周佛海,nh
点起,v
拂晓,nt
团部,n
电传,n
天书,n
不拔,nhs
老四,nh
半路,n
汪汪,a
祸事,n
气愤愤,a
阿柚,nhs
孙科,nh
伍朝枢,nh
中夏,nh
举人,n
术赤,nh
察合台,nh
抢先,v
付给,v
余光,n
蔑视,v
君,n
面无表情,i
淡酒,n
乡情,n
箱子,n
咩咩,o
撂,v
素色,n
衣裙,n
百灵,n
码头,n
负重,v
喟叹,v
秤砣,n
